school_id,rcdts_id
610155,150162990252434
400018,150162990250839
610048,150162990252326
610249,150162990252926
609790,150162990252068
610206,150162990252490
400054,15016299025006C
610362,150162990252193
609961,150162990252823
609910,150162990252194
609976,150162990252252
400024,15016299025201C
610542,150162990252965
400068,150162990252951
610039,150162990252315
609853,150162990252130
609760,150162990250006
609718,150162990250024
610013,150162990252289
610191,150162990252468
609903,150162990252185
610000,150162990252273
610052,150162990252328
610148,150162990252886
609744,150162990253743
400045,15016299025231C
609851,150162990252128
610059,150162990252337
610171,150162990252452
610300,150162990252507
609810,150162990252095
610192,150162990252472
610391,150162990250833
400136,15016299025004C
610298,150162990252856
610263,150162990252175
610098,150162990252375
610381,150162990250834
610062,150162990252339
609981,150162990252255
609725,150162990250031
400130,15016299025004C
610290,150162990252802
610323,150162990250824
609749,150162990250794
610518,150162990250844
610225,150162990252512
400092,15016299025201C
610195,150162990252476
610184,150162990252469
610107,150162990252386
609925,150162990252892
610067,150162990252346
609793,150162990252072
610159,150162990252438
610055,150162990252195
400011,15016299025206C
610053,150162990252330
400052,15016299025006C
609927,150162990252618
609963,150162990252240
610158,150162990252436
610047,150162990252324
609735,150162990250044
400078,15016299025204C
610230,150162990252516
609797,150162990252080
609768,150162990250799
400051,15016299025006C
400055,15016299025006C
400104,15016299025012C
610334,150162990250826
609959,150162990252235
610193,150162990252474
610122,150162990252399
609922,150162990252923
610194,150162990252475
609764,150162990250767
610513,150162990250848
609899,150162990252182
610046,150162990252323
610144,150162990252421
609786,150162990252063
610066,150162990252345
609756,150162990250617
610127,150162990252403
609835,150162990252118
400015,15016299025008C
609722,150162990250616
400050,15016299025218C
610081,150162990252451
609901,150162990252183
609693,150162990250857
610380,150162990250856
400085,15016299025205C
610063,150162990252341
610057,150162990252913
400062,15016299025003C
400093,15016299025014C
609874,150162990252603
609709,150162990250015
609839,150162990252122
609711,150162990250017
609834,150162990252896
610041,150162990252317
610503,150162990252945
610087,150162990253761
610392,150162990250830
610313,150162990252825
610547,150162990250860
609987,150162990252259
610044,150162990252321
609954,150162990252230
610185,150162990252465
400059,15016299025005C
400074,15016299025203C
610165,150162990252444
609938,150162990252215
610246,150162990252800
609777,150162990252058
609848,150162990252054
400084,15016299025205C
609704,150162990250011
610543,150162990250859
609945,150162990252223
609990,150162990252855
609879,150162990252150
610342,150162990252828
610340,150162990250820
610019,150162990252294
610559,150162990252968
609836,150162990252119
400096,15016299025230C
400029,15016299025201C
609861,150162990252135
609875,150162990252148
400026,15016299025201C
400036,15016299025225C
609869,150162990252704
400142,15016299025004C
610015,150162990252292
610315,150162990252729
400041,15016299025220C
610231,150162990252924
610207,150162990252491
610090,150162990252366
610173,150162990252454
609821,150162990252105
400082,15016299025205C
400043,150162990252961
609719,150162990250026
400118,15016299025006C
610123,150162990252400
610088,150162990252363
609713,150162990250021
610033,150162990252306
400058,15016299025005C
609996,150162990252269
609811,150162990252096
610103,150162990252382
610125,150162990252867
609750,150162990253732
400129,15016299025004C
610212,150162990252850
610077,150162990252357
610539,150162990252963
609897,150162990252180
609978,150162990252768
610235,150162990252525
609909,150162990252192
609708,150162990250013
400032,15016299025201C
609772,150162990252051
610268,150162990252437
609887,150162990252161
610196,150162990252477
610068,150162990252726
609788,150162990252066
610024,150162990252783
609678,150162990250533
609921,150162990252901
610109,150162990252389
609866,150162990252141
609974,150162990252249
610384,150162990250837
610089,150162990252365
